Index,Artist,title,year,data,Absolute Chords,section,loop type,chords only,Form Type,MBID,source
314,Katy Perry,Hot 'n' cold,2008,$In $Vr*4 $Ch*4  $interlude $Vr*4 $Ch*4 $bridge*4 $Vr $Ch*4,,S,,,C,3ab64b07-4760-3b29-83e1-9f63cd39963f,"Park: MusicID Top 200 (2000-2020), Richards"
314,Katy Perry,Hot 'n' cold,2008,|1 . . 5 ||2- . . 4||,|GM . . DM||Am . . CM||,"$Vr, $Ch, $interlude",,1 5 2- 4,C,3ab64b07-4760-3b29-83e1-9f63cd39963f,"Park: MusicID Top 200 (2000-2020), Richards"
314,Katy Perry,Hot 'n' cold,2008,|R|,|R|,$In,Rest,R,C,3ab64b07-4760-3b29-83e1-9f63cd39963f,"Park: MusicID Top 200 (2000-2020), Richards"
314,Katy Perry,Hot 'n' cold,2008,|6- . .4 ||1 . . 5||,|Em . . CM||GM . . DM||,$bridge ,Axis-A,6- 4 1 5,C,3ab64b07-4760-3b29-83e1-9f63cd39963f,"Park: MusicID Top 200 (2000-2020), Richards"
263,Katy Perry,E.T.,2010,$Vr*4  $Vr*4 $PCh $Ch*4 $bridge $Ch*4 $PostCh,,S,,,D,48b78802-5dce-4b68-a6db-51c04d2d8a8e,Peres
263,Katy Perry,E.T.,2010,|R||||,|R||||,$In,Rest,R,D,48b78802-5dce-4b68-a6db-51c04d2d8a8e,Peres
263,Katy Perry,E.T.,2010,|6-||||,|Fm||||,$Vr,Six,6-,D,48b78802-5dce-4b68-a6db-51c04d2d8a8e,Peres
263,Katy Perry,E.T.,2010,|4|5|2-||4|5|4|. . . 3|,|DbM | EbM|Bbm||DbM |EbM|DbM|. . . CM|,$PCh,,4 5 2- 4 5 4 3,D,48b78802-5dce-4b68-a6db-51c04d2d8a8e,Peres
263,Katy Perry,E.T.,2010,|4 |5 | 6- | 1|,|DbM|EbM|Fm|AbM|,"$Ch, $PostCh",Plateau: ascending passing loop,4 5 6- 1,D,48b78802-5dce-4b68-a6db-51c04d2d8a8e,Peres
263,Katy Perry,E.T.,2010,|2- |4 |6-| 5|,|Bbm|Dbm|Fm|EbM|,$bridge,Get Lucky,2- 4 6- 5,D,48b78802-5dce-4b68-a6db-51c04d2d8a8e,Peres
160,Daft Punk,Get Lucky,2013,$In $Vr $PCh $Ch $PostCh $Instr $Vr $PCh $Ch $PostCh $Ch $PostCh $Ch $PostCh $Br $PCh $Ch $PostCh_long $Outro,,S,,,A,b11bf816-1844-47e5-9075-9239b7609c6a,"Peres, Spicer, Jinny Park: daft punk corpus"
160,Daft Punk,Get Lucky,2013,|2- |4 |6-| 5|,|Bm |DM |F#m|EM|,$a,Get Lucky,2- 4 6- 5,A,b11bf816-1844-47e5-9075-9239b7609c6a,"Peres, Spicer, Jinny Park: daft punk corpus"
160,Daft Punk,Get Lucky,2013,$a*4,,$In,,,A,b11bf816-1844-47e5-9075-9239b7609c6a,"Peres, Spicer, Jinny Park: daft punk corpus"
160,Daft Punk,Get Lucky,2013,$a*2,,"$Vr, $PCh, $Ch",,,A,b11bf816-1844-47e5-9075-9239b7609c6a,"Peres, Spicer, Jinny Park: daft punk corpus"
160,Daft Punk,Get Lucky,2013,$a,,"$PostCh, $Instr",,,A,b11bf816-1844-47e5-9075-9239b7609c6a,"Peres, Spicer, Jinny Park: daft punk corpus"
160,Daft Punk,Get Lucky,2013,$a*5,,$Br,,,A,b11bf816-1844-47e5-9075-9239b7609c6a,"Peres, Spicer, Jinny Park: daft punk corpus"
160,Daft Punk,Get Lucky,2013,$a*4,,$PostCh_long,,,,,
160,Daft Punk,Get Lucky,2013,$a*6,,$Outro,,,,,
49,Ed Sheeran,Perfect,2017,$In*2 $Vr1*2 $Vr2 $Vr1 $Ch*4 $link $Vr*2 $Ch*4 $instr $Ch*4 $PostCh $outro,,S,,,D,f673b3e1-f46d-44e7-9767-43d7a88aa886,Park: MusicID Top 200 (2000-2020)
49,Ed Sheeran,Perfect,2017,|6- |4| 1| 5|,|Fm|DbM|AbM|EbM|,$Ch,Axis-A,6- 4 1 5,D,f673b3e1-f46d-44e7-9767-43d7a88aa886,Park: MusicID Top 200 (2000-2020)
49,Ed Sheeran,Perfect,2017,|1 |6- |4 |5 1|,AbM |Fm|DbM|AbM EbM|,$Vr2,,1 6- 4 5 1,D,f673b3e1-f46d-44e7-9767-43d7a88aa886,Park: MusicID Top 200 (2000-2020)
49,Ed Sheeran,Perfect,2017,|1 |6- |4 |5|,AbM Fm|DbM EbM|,"$In, $Vr1, $instr",Doo-wop,1 6- 4 5,D,f673b3e1-f46d-44e7-9767-43d7a88aa886,Park: MusicID Top 200 (2000-2020)
49,Ed Sheeran,Perfect,2017,|1 5 |6-  5|4 |5 R|,AbM EbM| Fm AbM|DbM| EbM|,$link,,1 5 6- 5 4 5 R,D,f673b3e1-f46d-44e7-9767-43d7a88aa886,Park: MusicID Top 200 (2000-2020)
49,Ed Sheeran,Perfect,2017,|4||5||,DbM||EbM||,$PostCh,Plateau Shuttle,4 5,D,f673b3e1-f46d-44e7-9767-43d7a88aa886,Park: MusicID Top 200 (2000-2020)
49,Ed Sheeran,Perfect,2017,|1 5 |6-  5|4 |5 | 1||,AbM EbM| Fm AbM|DbM| EbM|,$outro,,1 5 6- 5 4 5 1,D,f673b3e1-f46d-44e7-9767-43d7a88aa886,Park: MusicID Top 200 (2000-2020)
78,Nicky Jam and Enrique Iglesias¬†,El perdón (Forgiveness),2015,$In $Vr*2 $PCh $drop $Ch*2 $Vr*2 $PCh $drop $Ch*2 $Vr $drop $bridge*2 $outro,,S,,,B,40f920e3-b596-48f9-a092-4e5b74ef6a6a,Richards
78,Nicky Jam and Enrique Iglesias¬†,El perdón (Forgiveness),2015,|6- 4 |1 5|,|Fm DbM |AbM EbM|,"$In, $Vr, $PCh, $Ch, $bridge, $outro",Axis-A,6- 4 1 5,B,40f920e3-b596-48f9-a092-4e5b74ef6a6a,Richards
78,Nicky Jam and Enrique Iglesias¬†,El perdón (Forgiveness),2015,|6- 4 |1 R|,|Fm DbM |AbM .|,$drop,,6- 4 1 R,B,40f920e3-b596-48f9-a092-4e5b74ef6a6a,Richards
30,Lady Gaga,Heal Me,2018,$In $Vr*2 $PCh $drop $Ch*2 $Vr*2 $PostCh $drop $Vr $PCh $drop $Ch*4 $PostCh $drop $bridge*2 $Ch*4 $PostCh $drop,,S,,,"B, D",af3ef4ef-b7c7-4bca-ad19-91e3615f18a5,Duinker
30,Lady Gaga,Heal Me,2018,|4 | . 6- 5 3-|,|Fm| .  Am GM Em|,$Ch,Four Six Five Three,4 6- 5 3-,"B, D",af3ef4ef-b7c7-4bca-ad19-91e3615f18a5,Duinker
30,Lady Gaga,Heal Me,2018,|4 | . . . 6-|5 . . 6-|5|,|Fm| . . .  Am |GM . . Am |GM|,"$In, $Vr, $bridge",,4  6- 5 6- 5,"B, D",af3ef4ef-b7c7-4bca-ad19-91e3615f18a5,Duinker
30,Lady Gaga,Heal Me,2018,|4 |6- 5|,|FM|Am GM|,"$PCh, $PostCh",Plateau: open neighboring loop,4 6- 5,"B, D",af3ef4ef-b7c7-4bca-ad19-91e3615f18a5,Duinker
30,Lady Gaga,Heal Me,2018,|4| 6- R|,|FM|Am R|,$drop,,4 6- R,"B, D",af3ef4ef-b7c7-4bca-ad19-91e3615f18a5,Duinker
167,Demi Lovato,Heart Attack,2013,$In $Vr*2 $Vr*2 $PCh $drop $Ch $link $DCh $Vr*2 $Vr*2 $PCh $drop $Ch $link $DCh  $bridge $Ch $PostCh,,S,,,D,a770a566-ad20-492b-b6e7-2444c3cdd563,Richards
167,Demi Lovato,Heart Attack,2013,|4 |3-|6-||1|R||||,|DbM | Cm|Fm||AbM |R|R|R|,$In,,4 3- 6- 1 R,D,a770a566-ad20-492b-b6e7-2444c3cdd563,Richards
167,Demi Lovato,Heart Attack,2013,|4|. 1 . . |5|. 6- . .|,|DbM|. AbM . .|EbM|. Fm . .|,"$Vr, $PCh, $Ch_a",Axis-F,4 1 5 6-,D,a770a566-ad20-492b-b6e7-2444c3cdd563,Richards
167,Demi Lovato,Heart Attack,2013,|4|. 1 .|R||,|DbM|. AbM .|||,$drop,,4 1 R,D,a770a566-ad20-492b-b6e7-2444c3cdd563,Richards
167,Demi Lovato,Heart Attack,2013,|4 |. 3- . .|6-|. 2- . . |1|R|,|DbM | . Cm . . |Fm|. Bbm . . |Ab |R|,$link,,4 3- 6- 2- 1 R,D,a770a566-ad20-492b-b6e7-2444c3cdd563,Richards
167,Demi Lovato,Heart Attack,2013,|6- | .  4 . . | 1 | . 5 . . |,|Fm|. DbM . . |AbM| . EbM . . |,$DCh_a,Axis-A,6- 4 1 5,D,a770a566-ad20-492b-b6e7-2444c3cdd563,Richards
167,Demi Lovato,Heart Attack,2013,|6- | .  4 . . | 1 | 5 |,|Fm| . DbM . . | AbM | EbM|,$DCh_b,Axis-A,6- 4 1 5,D,a770a566-ad20-492b-b6e7-2444c3cdd563,Richards
167,Demi Lovato,Heart Attack,2013,$DCh_a $DCh_b,,$DCh,,,D,a770a566-ad20-492b-b6e7-2444c3cdd563,Richards
167,Demi Lovato,Heart Attack,2013,|6- || 4 || 1 || 5 ||,|Fm||DbM||AbM||EbM||Fm||DbM||AbM||CM|||,$bridge_a,Axis-A,6- 4 1 5,D,a770a566-ad20-492b-b6e7-2444c3cdd563,Richards
167,Demi Lovato,Heart Attack,2013,| 6- || 4 || 1 || 5 |R||,|Fm||DbM||AbM||CM|||,$bridge_b,,6- 4 1 5 R,D,a770a566-ad20-492b-b6e7-2444c3cdd563,Richards
167,Demi Lovato,Heart Attack,2013,$bridge_a $bridge_b,,$bridge,,,D,a770a566-ad20-492b-b6e7-2444c3cdd563,Richards
167,Demi Lovato,Heart Attack,2013,|4|. 1 . .|5||,|DbM|. AbM . .|EbM||,$Ch_b,Closed Double Plagal,4 1 5,D,a770a566-ad20-492b-b6e7-2444c3cdd563,Richards
167,Demi Lovato,Heart Attack,2013,$Ch_a $Ch_b,,$Ch,,,D,a770a566-ad20-492b-b6e7-2444c3cdd563,Richards
167,Demi Lovato,Heart Attack,2013,|6-||||,|Fm||||,$ending,Six,6-,D,a770a566-ad20-492b-b6e7-2444c3cdd563,Richards
167,Demi Lovato,Heart Attack,2013,$DCh *2 $ending,,$PostCh,,,D,a770a566-ad20-492b-b6e7-2444c3cdd563,Richards
150,Ellie Goulding,Burn,2013,$In $Vr*2 $PCh $PCh_turnaround $drop $DCh $Vr*2 $PCh $PCh_turnaround $drop $DCh $PCh $link*3 $PCh $PCh_turnaround $drop $DCh $PCh*2 $outro ,,S,,,D,f55bc729-1cf1-45dc-a7e5-e3a8d69e5092,"Peres, Richards"
150,Ellie Goulding,Burn,2013,|6-|4|3-|5|,|Bbm |GbM|Fm| AbM|,"$a, $outro",,6- 4 3- 5,D,f55bc729-1cf1-45dc-a7e5-e3a8d69e5092,"Peres, Richards"
150,Ellie Goulding,Burn,2013,$a*2,,"$In, $Vr, PCh, $DCh, $link",,,D,f55bc729-1cf1-45dc-a7e5-e3a8d69e5092,"Peres, Richards"
150,Ellie Goulding,Burn,2013,|6-|2-|1|5|,|Bbm |Ebm|DbM |AbM|,$PCh_turnaround,,6- 2- 1 5,D,f55bc729-1cf1-45dc-a7e5-e3a8d69e5092,"Peres, Richards"
150,Ellie Goulding,Burn,2013,|1| 5|6-| R|,|DbM |GbM|BbM |R|,$drop,,1 5 6- R,D,f55bc729-1cf1-45dc-a7e5-e3a8d69e5092,"Peres, Richards"
50,The Weeknd,Secrets,2017,$In $Vr*3 $turn $PCh $turn $Ch*4 $link $Vr $turn $PCh $turn $Ch*4 $link $bridge*4 $Ch*4 $turn,,S,,,D,bd28d3a9-b287-4b9c-9d08-118da13376f3,Duinker
50,The Weeknd,Secrets,2017,|4 ||5||,|FM||GM||,$In $Vr $PCh $Ch,Plateau Shuttle,4 5,D,bd28d3a9-b287-4b9c-9d08-118da13376f3,Duinker
50,The Weeknd,Secrets,2017,|4 ||3-||,|FM||Em||,$bridge,,4 3-,D,bd28d3a9-b287-4b9c-9d08-118da13376f3,Duinker
50,The Weeknd,Secrets,2017,|2|1|7||,|DM |CM|BM||,$link,,2 1 7,D,bd28d3a9-b287-4b9c-9d08-118da13376f3,Duinker
50,The Weeknd,Secrets,2017,|4||5|2|,|FM||GM|DM|,$turn,,4 5 2,D,bd28d3a9-b287-4b9c-9d08-118da13376f3,Duinker
538,Selena Gomez,Same Old Love,2015,$In*4 $Vr*2 $Ch*4 $Ch*4 $Vr $PCh*3 $turn $Ch*4 $Ch*4 $bridge*4 $Ch*4 $Ch*4 $final,,S,,,D,e179bced-e75d-44f0-8438-899469e0ebe2,Peres
538,Selena Gomez,Same Old Love,2015,|6- . 4 5 |,|Bm . GM AM|,$In $Vr1,Plateau: lower incomplete neighbor,6- 4 5,D,e179bced-e75d-44f0-8438-899469e0ebe2,Peres
538,Selena Gomez,Same Old Love,2015,| 2- . 6- 1 |,|Em . Bm DM |,$Vr2,,2- 6- 1,D,e179bced-e75d-44f0-8438-899469e0ebe2,Peres
538,Selena Gomez,Same Old Love,2015,$Vr1*4 $Vr2*4,,$Vr,,,D,e179bced-e75d-44f0-8438-899469e0ebe2,Peres
538,Selena Gomez,Same Old Love,2015,|6- 4 |2- 5 |,|Bm . . GM|Em . . AM|,$Ch,Aeolian-Dorian Four Chords,6- 4 2- 5,D,e179bced-e75d-44f0-8438-899469e0ebe2,Peres
538,Selena Gomez,Same Old Love,2015,|6- . 4 . 2- |. 4 3- 2- 3- |,|Bm . GM . Em| . GM F#m Em F#m|,$PCh,,6- 4 2- 4 3- 2- 3-,D,e179bced-e75d-44f0-8438-899469e0ebe2,Peres
538,Selena Gomez,Same Old Love,2015,|6- . 4 . 2- ||,|Bm . GM . Em| |,$turn,,6- 4 2-,D,e179bced-e75d-44f0-8438-899469e0ebe2,Peres
538,Selena Gomez,Same Old Love,2015,|6-|. 5 . . 2- 5 |,|Bm | . AM . . Em AM|,$bridge,,6- 5 2- 5,D,e179bced-e75d-44f0-8438-899469e0ebe2,Peres
538,Selena Gomez,Same Old Love,2015,|6-|,|Bm|,$final,Six,6-,D,e179bced-e75d-44f0-8438-899469e0ebe2,Peres
539,OneRepublic,Secrets,2014,$In $Vr $PCh $Ch*2 $instr $Vr $Ch*4 $outro*2,,S,,,A,7b6749a4-bd76-443d-9bb5-e2fa6011ca4b,Richards
539,OneRepublic,Secrets,2014,|1 | 3- |6- | 4 |,d,"$In, $Vr, $PCh, $Ch, $instr, $outro",Axis-C-sub3-,1 3- 6- 4,A,7b6749a4-bd76-443d-9bb5-e2fa6011ca4b,Richards
328,Miley Cyrus,See You Again,2008,$Vr*2 $Ch $Vr $Ch $interlude $a  $Ch $cad  $a,,S,,,D,0b538415-f589-320e-8387-932f0dd7999f,Peres
328,Miley Cyrus,See You Again,2008,|6- ||,|Am ||,"$a, $interlude",Six,6-,D,0b538415-f589-320e-8387-932f0dd7999f,Peres
328,Miley Cyrus,See You Again,2008,|6- |4|,|Am |FM|,$b,,6 4-,D,0b538415-f589-320e-8387-932f0dd7999f,Peres
328,Miley Cyrus,See You Again,2008,|2-|6-|,|Dm|Am|,$c,,2- 6-,D,0b538415-f589-320e-8387-932f0dd7999f,Peres
328,Miley Cyrus,See You Again,2008,|4 3-| 6-|,|Fm Em|AM,$cad,,4 3- 6-,D,0b538415-f589-320e-8387-932f0dd7999f,Peres
328,Miley Cyrus,See You Again,2008,$a $b $c $cad,,$Vr,,,D,0b538415-f589-320e-8387-932f0dd7999f,Peres
328,Miley Cyrus,See You Again,2008,|4 1 | 5|,|FM CM | GM|,$d,Closed Double Plagal,4 1 5,D,0b538415-f589-320e-8387-932f0dd7999f,Peres
328,Miley Cyrus,See You Again,2008,|4 6- 1 4|,|FM Am CM FM|,$e,,4 6- 1 4,D,0b538415-f589-320e-8387-932f0dd7999f,Peres
328,Miley Cyrus,See You Again,2008,$d*2 $e $cad,,$Ch,,,D,0b538415-f589-320e-8387-932f0dd7999f,Peres
509,The Offspring,Self Esteem,1994,R $interlude $turn $Vr $Vr $Ch $Vr $Ch $Ch_b $interlude $Vr $Vr $Ch $Ch_b $ending,,S,,,D,01c17bf0-56ba-30bd-acdf-2eba966927e2,Richards
509,The Offspring,Self Esteem,1994,|6- . . 4 |1 . . 5 |,|Am . . FM |CM . . GM |,$a,Axis-A,6- 4 1 5,D,01c17bf0-56ba-30bd-acdf-2eba966927e2,Richards
509,The Offspring,Self Esteem,1994,|4| . . 1 5 |,|FM| . . CM GM |,$turn,Closed Double Plagal,4 1 5,D,01c17bf0-56ba-30bd-acdf-2eba966927e2,Richards
509,The Offspring,Self Esteem,1994,$a*2 ,,$interlude,,,D,01c17bf0-56ba-30bd-acdf-2eba966927e2,Richards
509,The Offspring,Self Esteem,1994,$a*4,,$Vr,,,D,01c17bf0-56ba-30bd-acdf-2eba966927e2,Richards
509,The Offspring,Self Esteem,1994,$a*4,,$Ch,,,D,01c17bf0-56ba-30bd-acdf-2eba966927e2,Richards
509,The Offspring,Self Esteem,1994,|2- b7 |4 1 |,|Dm BbM |FM CM |,$b,,2- b7 4 1,D,01c17bf0-56ba-30bd-acdf-2eba966927e2,Richards
509,The Offspring,Self Esteem,1994,|2- b7 | 1 5 |,|Dm BbM | CM GM |,$c,,2- b7 1 5,D,01c17bf0-56ba-30bd-acdf-2eba966927e2,Richards
509,The Offspring,Self Esteem,1994,$b*4 $b*4 $c $turn,,$Ch_b,,,D,01c17bf0-56ba-30bd-acdf-2eba966927e2,Richards
509,The Offspring,Self Esteem,1994,|6- R . .|,|Am R . .|,$ending,,6- R,D,01c17bf0-56ba-30bd-acdf-2eba966927e2,Richards
105,Taylor Swift,Shake it Off,2015,$intro $Vr*2 $PCh $Ch*2 $Vr*2 $PCh $Ch*2 $PostCh $bridge $Ch*2 $PostCh*2 $ending,,S,,,A,5fa63cad-ca5d-4927-ad27-459388bdebaf,"Peres, Park: MusicID Top 200 (2000-2020)"
105,Taylor Swift,Shake it Off,2015,|R||,,$intro $vamp $ending,Rest,R,A,5fa63cad-ca5d-4927-ad27-459388bdebaf,"Peres, Park: MusicID Top 200 (2000-2020)"
105,Taylor Swift,Shake it Off,2015,|6-|1|5||,|Am|CM|GM||,$Vr $PCh $Ch $PostCh,,6- 1 5,A,5fa63cad-ca5d-4927-ad27-459388bdebaf,"Peres, Park: MusicID Top 200 (2000-2020)"
105,Taylor Swift,Shake it Off,2015,$vamp*4,,$bridge,,,A,5fa63cad-ca5d-4927-ad27-459388bdebaf,"Peres, Park: MusicID Top 200 (2000-2020)"
281,Britney Spears,3,2009,R*4 $Ch $intro*2 $Vr*2 $PCh*3 $turn $Vr*2 $PCh*3 $turn $Ch*4 $bridge*4 $bridge*3 $turn $Ch*4,,S,,,D,5444e95d-8c45-4325-90a4-c088f03782b6,Peres
281,Britney Spears,3,2009,|4 |5 6- . .|,|DbM |EbM Fm . .|,$PCh $bridge,Plateau: open passing loop,4 5 6-,D,5444e95d-8c45-4325-90a4-c088f03782b6,Peres
281,Britney Spears,3,2009,|6-|||5 2- . . |,|Fm| ||EbM Bbm . .|,"$intro, $instr, $Vr, $Ch",,6- 5 2-,D,5444e95d-8c45-4325-90a4-c088f03782b6,Peres
281,Britney Spears,3,2009,|4 | 3  |,|DbM .CM .|,$turn,,4 3,D,5444e95d-8c45-4325-90a4-c088f03782b6,Peres
130,David Guetta featuring Nicki Minaj,Hey Mama,2014,$intro*2 $Vr $riser $Ch*2 $Ch*2 $intro*2 $Vr $riser $Ch*2 $Ch*2 $intro*2 $Vr $Vr_b $Vr_a $PCh*2 $Ch*2 $Ch*2 $intro*2,,S,,,D,5b82e36f-7a1c-48bd-b620-795d0cffd7bb,Peres
130,David Guetta featuring Nicki Minaj,Hey Mama,2014,|6-||,|Em||,"$intro, $Vr_a",Six,6-,D,5b82e36f-7a1c-48bd-b620-795d0cffd7bb,Peres
130,David Guetta featuring Nicki Minaj,Hey Mama,2014,|6-||||,|Em||||,"$Vr, $riser",Six,6-,D,5b82e36f-7a1c-48bd-b620-795d0cffd7bb,Peres
130,David Guetta featuring Nicki Minaj,Hey Mama,2014,|6- 4| 2- 5|,|Em CM|Am DM|,"$Ch, $PCh",Aeolian-Dorian Four Chords,6- 4 2- 5,D,5b82e36f-7a1c-48bd-b620-795d0cffd7bb,Peres
130,David Guetta featuring Nicki Minaj,Hey Mama,2014,|1|2-|,|GM|Am|,$Vr_b,,1 2-,D,5b82e36f-7a1c-48bd-b620-795d0cffd7bb,Peres
134,Ariana Grande featuring The Weeknd,Love Me Harder ,2014,$intro $Vr $PCh $drop $Ch $DCh_a $Vr $PCh $drop $Ch $DCh_b $bridge $Ch*2 $DCh_b,,S,,,B,7822a325-e093-4794-8b34-d311f9058fb9,Peres
134,Ariana Grande featuring The Weeknd,Love Me Harder ,2014,|4|6-|2- . . 3-| . . 5 .|,|AM|C#m|F#m . . G#m | . . BM .|,"$a, $Vr, $PCh, $DCh_a",,4 6- 2- 3- 5,B,7822a325-e093-4794-8b34-d311f9058fb9,Peres
134,Ariana Grande featuring The Weeknd,Love Me Harder ,2014,|4 . . 3- 6-||2- . . 3-| . . 5 .|,|AM .  . G#m C#m||F#m . . G#m | . . BM .|,$b ,,4 3- 6- 2- 3- 5,B,7822a325-e093-4794-8b34-d311f9058fb9,Peres
134,Ariana Grande featuring The Weeknd,Love Me Harder ,2014,|4 . . 3- 6-||2- . . 3-| R|,|AM .  . G#m C#m||F#m . . G#m | R|,$drop,,4 3- 6- 2- 3- R,B,7822a325-e093-4794-8b34-d311f9058fb9,Peres
134,Ariana Grande featuring The Weeknd,Love Me Harder ,2014,$b $drop,,$bridge,,,B,7822a325-e093-4794-8b34-d311f9058fb9,Peres
134,Ariana Grande featuring The Weeknd,Love Me Harder ,2014,$a $b,,"$intro, $Vr, $Ch, $DCh_b",,,B,7822a325-e093-4794-8b34-d311f9058fb9,Peres
122,Sia,Chandelier,2014,$Vr*2 $PCh $Ch*4 $DCh*2 $Vr $PCh $Ch*4 $DCh*2 $outro,,S,,,D,9ad070d4-83e9-4404-9444-64ad5de092fa,"Peres, Park: MusicID Top 200 (2000-2020)"
122,Sia,Chandelier,2014,| 4|6-| 5| R |,|GM|Bm|AM|R|,$PCh,,4 6- 5 R,D,9ad070d4-83e9-4404-9444-64ad5de092fa,"Peres, Park: MusicID Top 200 (2000-2020)"
122,Sia,Chandelier,2014,|4|5|3-|4|,|GM|AM|F#m|GM|,$Ch $DCh,,4 5 3- 4,D,9ad070d4-83e9-4404-9444-64ad5de092fa,"Peres, Park: MusicID Top 200 (2000-2020)"
122,Sia,Chandelier,2014,|6-| 4| 5| 3- |,|Bm|GM7|AM|F#m|,$Vr,,6- 4 5 3-,D,9ad070d4-83e9-4404-9444-64ad5de092fa,"Peres, Park: MusicID Top 200 (2000-2020)"
122,Sia,Chandelier,2014,$DCh*2,,$outro,,,D,9ad070d4-83e9-4404-9444-64ad5de092fa,"Peres, Park: MusicID Top 200 (2000-2020)"
385,Ciara & Missy 'Misdemeanor' Elliot,1-2 Step,2004,$Intro $Vr $Ch $Vr $Ch $bridge $Vr $Ch*2 $outro*2,,S,,,C,77bdae1d-1d93-31e6-8f24-0d57d827a52d,Park: MusicID Top 200 (2000-2020)
385,Ciara & Missy 'Misdemeanor' Elliot,1-2 Step,2004,|6-||2-||,Gm||Cm||,$a,,6- 2-,C,77bdae1d-1d93-31e6-8f24-0d57d827a52d,Park: MusicID Top 200 (2000-2020)
385,Ciara & Missy 'Misdemeanor' Elliot,1-2 Step,2004,|6||7|. 3- 4|,GM||AM|. Em FM|,$b,,6 7 3- 4,C,77bdae1d-1d93-31e6-8f24-0d57d827a52d,Park: MusicID Top 200 (2000-2020)
385,Ciara & Missy 'Misdemeanor' Elliot,1-2 Step,2004,$a*2 ,,"$Intro, $Vr, $Ch, $outro",,,C,77bdae1d-1d93-31e6-8f24-0d57d827a52d,Park: MusicID Top 200 (2000-2020)
385,Ciara & Missy 'Misdemeanor' Elliot,1-2 Step,2004,$b*4 ,,$bridge,,,C,77bdae1d-1d93-31e6-8f24-0d57d827a52d,Park: MusicID Top 200 (2000-2020)
282,Green Day ,21 Guns ,2009,$intro $Vr_a $Vr_b $Ch*2 $PostCh $Vr_a $Vr_b $Ch*2 $PostCh $bridge $instr $intro $Vr_b $Ch*4 $e,,S,,,D,1b4a5af4-cae4-3ef0-ad75-2d477312648a,Richards
282,Green Day ,21 Guns ,2009,$a*2 ,,$intro,,,D,1b4a5af4-cae4-3ef0-ad75-2d477312648a,Richards
282,Green Day ,21 Guns ,2009,$a*3 $b,,$Vr_a,,,D,1b4a5af4-cae4-3ef0-ad75-2d477312648a,Richards
282,Green Day ,21 Guns ,2009,$a*3 $c,,$Vr_b,,,D,1b4a5af4-cae4-3ef0-ad75-2d477312648a,Richards
282,Green Day ,21 Guns ,2009,|6- 4|1 5|,|Dm BbM | FM CM|,$a,Axis-A,6- 4 1 5,D,1b4a5af4-cae4-3ef0-ad75-2d477312648a,Richards
282,Green Day ,21 Guns ,2009,|4|5|,|BbM|CM|,$b,Plateau Shuttle,4 5,D,1b4a5af4-cae4-3ef0-ad75-2d477312648a,Richards
282,Green Day ,21 Guns ,2009,|4| . . . 5|,|BbM| . . . CM|,$c,Plateau Shuttle,4 5,D,1b4a5af4-cae4-3ef0-ad75-2d477312648a,Richards
282,Green Day ,21 Guns ,2009,|1 5|6- 5|,|FM CM| Dm CM|,$d,,1 5 6- 5,D,1b4a5af4-cae4-3ef0-ad75-2d477312648a,Richards
282,Green Day ,21 Guns ,2009,|4 1 |5|,|BbM FM| CM | ,"$e, $PostCh",Closed Double Plagal,4 1 5,D,1b4a5af4-cae4-3ef0-ad75-2d477312648a,Richards
282,Green Day ,21 Guns ,2009,$d $e,,$Ch,,,D,1b4a5af4-cae4-3ef0-ad75-2d477312648a,Richards
282,Green Day ,21 Guns ,2009,|6- 4|1 4-|,|Dm BbM | FM AM|,$f,,6- 4 1 4-,D,1b4a5af4-cae4-3ef0-ad75-2d477312648a,Richards
282,Green Day ,21 Guns ,2009,$a $f*2 $b ,,$bridge,,,D,1b4a5af4-cae4-3ef0-ad75-2d477312648a,Richards
282,Green Day ,21 Guns ,2009,$Ch*2 $g,,$instr,,,D,1b4a5af4-cae4-3ef0-ad75-2d477312648a,Richards
282,Green Day ,21 Guns ,2009,|4 1 |3||,|BbM FM| AM|| ,$g,,4 1 3,D,1b4a5af4-cae4-3ef0-ad75-2d477312648a,Richards
54,Bon Iver,"33 ""GOD""",2016,$intro $Vr $Vr $Ch $interlude $a $outro,,S,,,D,08e1dc44-da43-487f-8f84-3d5d8b7fee41,Duinker
54,Bon Iver,"33 ""GOD""",2016,|4||||6-||||,|AM||||C#m||||,"$a, $interlude",Lydian-Aeolian Plateau Shuttle,4 6-,D,08e1dc44-da43-487f-8f84-3d5d8b7fee41,Duinker
54,Bon Iver,"33 ""GOD""",2016,|4|6- . . 5|,AM|C#m . . BM|,$b,Plateau: open neighboring loop,4 6- 5,D,08e1dc44-da43-487f-8f84-3d5d8b7fee41,Duinker
54,Bon Iver,"33 ""GOD""",2016,$a*2,,"$intro, $Vr",,,D,08e1dc44-da43-487f-8f84-3d5d8b7fee41,Duinker
54,Bon Iver,"33 ""GOD""",2016,$b*2 $c*2,,$Ch,,,D,08e1dc44-da43-487f-8f84-3d5d8b7fee41,Duinker
54,Bon Iver,"33 ""GOD""",2016,|6-||,|C#m||,$c,Six,6-,D,08e1dc44-da43-487f-8f84-3d5d8b7fee41,Duinker
54,Bon Iver,"33 ""GOD""",2016,|4||||1||||,|AM||||EM||||,$d,,4 1,D,08e1dc44-da43-487f-8f84-3d5d8b7fee41,Duinker
