Index,Artist,title,year,data,Absolute Chords,section,loop type,chords only,Form Type,MBID,source
280,Jónsi,Tornado,2010,$b $b_sub,,$Ch,,,D-CLP,7c28f37d-f5b8-3ad0-a3e5-6b02792592f9,Duinker
280,Jónsi,Tornado,2010,|4| . 5|6-| . 3-|,|Fm| . GM|AM| . Em|,$c,,4 5 6- 3-,D-CLP,7c28f37d-f5b8-3ad0-a3e5-6b02792592f9,Duinker
280,Jónsi,Tornado,2010,|4| . 5|6-| . 3-|4||,|Fm| . GM|AM| . Em|Fm||,$cc,,4 5 6- 3- 4,D-CLP,7c28f37d-f5b8-3ad0-a3e5-6b02792592f9,Duinker
280,Jónsi,Tornado,2010,$c*2 $cc,,$Vr_c,,,D-CLP,7c28f37d-f5b8-3ad0-a3e5-6b02792592f9,Duinker
280,Jónsi,Tornado,2010,|2-|6-|1|5|,|Dm|Am|CM|GM|,$d,,2- 6- 1 5,D-CLP,7c28f37d-f5b8-3ad0-a3e5-6b02792592f9,Duinker
280,Jónsi,Tornado,2010,$d*4,,$bridge,,,D-CLP,7c28f37d-f5b8-3ad0-a3e5-6b02792592f9,Duinker
280,Jónsi,Tornado,2010,$c*2,,$PostCh,,,D-CLP,7c28f37d-f5b8-3ad0-a3e5-6b02792592f9,Duinker
280,Jónsi,Tornado,2010,|4||||||,|FM||||||,$cadence,Four,4,D-CLP,7c28f37d-f5b8-3ad0-a3e5-6b02792592f9,Duinker
280,Jónsi,Tornado,2010,|2-|6-|1|5|4||,|Dm|Am|CM|GM|FM||,$d_ending,,2 6- 1 5 4,D-CLP,7c28f37d-f5b8-3ad0-a3e5-6b02792592f9,Duinker
33,Young Thug,Icey,2018,$In $Vr*2 $Vr*2 $Ch*2 $Vr*2 $Vr*3 $Ch $Vr*2 $Vr*2 ,,S,,,"B, C",b2932272-743e-42b3-8785-aab009734566,Duinker
33,Young Thug,Icey,2018,|4|2-|,|CM|Am|,$a,,4 2-,"B, C",b2932272-743e-42b3-8785-aab009734566,Duinker
33,Young Thug,Icey,2018,|4|. 6- . 5|,|CM|. Em . DM|,$b,Plateau: open neighboring loop,4 6- 5,"B, C",b2932272-743e-42b3-8785-aab009734566,Duinker
33,Young Thug,Icey,2018,$a*4,,$In,,,"B, C",b2932272-743e-42b3-8785-aab009734566,Duinker
33,Young Thug,Icey,2018,$b*4,,"$Vr, $PCh, $Ch",,,"B, C",b2932272-743e-42b3-8785-aab009734566,Duinker
52,The Chainsmokers & Coldplay,Something Just Like This,2017,$In $Vr $PCh $Ch $DCh $Vr $PCh $Ch $bridge $riser $bridge_2 $DCh_c*2 $fadeout,,S,,,"C, D",9c54805f-5b61-4d91-b9f2-b437c96bf05e,"Duinker,Park: MusicID Top 200 (2000-2020)"
52,The Chainsmokers & Coldplay,Something Just Like This,2017,|4|. 5 . . |6-| . 5 . . |,|GM|. AM . . |Bm| . AM . . |,$a,Plateau: circular passing loop,4 5 6- 5,"C, D",9c54805f-5b61-4d91-b9f2-b437c96bf05e,"Duinker,Park: MusicID Top 200 (2000-2020)"
52,The Chainsmokers & Coldplay,Something Just Like This,2017,$a*2,,"$In, $fadeout",,,"C, D",9c54805f-5b61-4d91-b9f2-b437c96bf05e,"Duinker,Park: MusicID Top 200 (2000-2020)"
52,The Chainsmokers & Coldplay,Something Just Like This,2017,$a*4,,"$Vr, $PCh, $Ch, $DCh",,,"C, D",9c54805f-5b61-4d91-b9f2-b437c96bf05e,"Duinker,Park: MusicID Top 200 (2000-2020)"
52,The Chainsmokers & Coldplay,Something Just Like This,2017,|4|. 5 . . |6-| . 3- . . |,|GM|. AM . . |Bm| . F#m . . |,$a_sub,,4 5 6- 3-,"C, D",9c54805f-5b61-4d91-b9f2-b437c96bf05e,"Duinker,Park: MusicID Top 200 (2000-2020)"
52,The Chainsmokers & Coldplay,Something Just Like This,2017,$a_sub*4,,"$bridge, $riser",,,"C, D",9c54805f-5b61-4d91-b9f2-b437c96bf05e,"Duinker,Park: MusicID Top 200 (2000-2020)"
52,The Chainsmokers & Coldplay,Something Just Like This,2017,|4|. 5 . . |6-||4| . 1 . . | . 5 . 1 | 5|,|GM|. AM . . |Bm||GM| . DM . . | . AM . DM | AM|,$b,,4 5 6- 4 1 5 1 5,"C, D",9c54805f-5b61-4d91-b9f2-b437c96bf05e,"Duinker,Park: MusicID Top 200 (2000-2020)"
52,The Chainsmokers & Coldplay,Something Just Like This,2017,|3-|. 5 . . |6-||4| . 1 . . | . 5 . 1 | 5|,|F#m|. AM . . |Bm||GM| . DM . . | . AM . DM | AM|,$b_sub,,3- 5 6- 4 1 5 1 5,"C, D",9c54805f-5b61-4d91-b9f2-b437c96bf05e,"Duinker,Park: MusicID Top 200 (2000-2020)"
52,The Chainsmokers & Coldplay,Something Just Like This,2017,$b $b_sub,,$bridge_2,,,"C, D",9c54805f-5b61-4d91-b9f2-b437c96bf05e,"Duinker,Park: MusicID Top 200 (2000-2020)"
52,The Chainsmokers & Coldplay,Something Just Like This,2017,|4|. 5 . . |6-||1|,|GM|. AM . . |Bm||DM|,$c,Plateau: ascending passing loop,4 5 6- 1,"C, D",9c54805f-5b61-4d91-b9f2-b437c96bf05e,"Duinker,Park: MusicID Top 200 (2000-2020)"
52,The Chainsmokers & Coldplay,Something Just Like This,2017,$c*4,,$DCh_c,,,"C, D",9c54805f-5b61-4d91-b9f2-b437c96bf05e,"Duinker,Park: MusicID Top 200 (2000-2020)"
53,Ásgeir,Stardust,2017,$In $Vr $Vr_a $Ch $link $Vr_a $Ch $bridge $Ch $outro,,S,,,B-CLP,153477ae-1392-4746-90f7-7524c486471b,Duinker
53,Ásgeir,Stardust,2017,|4 . 5|6- . 1|,|DbM . EbM|Fm . AbM|,$a,Plateau: ascending passing loop,4 5 6- 1,B-CLP,153477ae-1392-4746-90f7-7524c486471b,Duinker
53,Ásgeir,Stardust,2017,|4 . 5|6- . 3-|,|DbM . EbM|Fm . Cm|,$b,,4 5 6- 3-,B-CLP,153477ae-1392-4746-90f7-7524c486471b,Duinker
53,Ásgeir,Stardust,2017,$a $b,,$ab,,,B-CLP,153477ae-1392-4746-90f7-7524c486471b,Duinker
53,Ásgeir,Stardust,2017,$ab*2,,"$In, $Vr",,,B-CLP,153477ae-1392-4746-90f7-7524c486471b,Duinker
53,Ásgeir,Stardust,2017,$a*4,,"$Vr_a, $link",,,B-CLP,153477ae-1392-4746-90f7-7524c486471b,Duinker
53,Ásgeir,Stardust,2017,|4 . 2-|6- . 1|,|DbM . Bbm|Fm . AbM|,$c,,4 2- 6- 1,B-CLP,153477ae-1392-4746-90f7-7524c486471b,Duinker
53,Ásgeir,Stardust,2017,$c $b,,$cb,,,B-CLP,153477ae-1392-4746-90f7-7524c486471b,Duinker
53,Ásgeir,Stardust,2017,$cb*2,,$Ch,,,B-CLP,153477ae-1392-4746-90f7-7524c486471b,Duinker
53,Ásgeir,Stardust,2017,$a*5,,$bridge,,,B-CLP,153477ae-1392-4746-90f7-7524c486471b,Duinker
53,Ásgeir,Stardust,2017,$a*8,,$outro,,,B-CLP,153477ae-1392-4746-90f7-7524c486471b,Duinker
92,Astrid S,Hurts So Good,2015,$In $Vr $PCh $Ch $DCh $Vr $PCh $Ch $DCh $bridge $Ch $DCh $fadeout,,S,,,C,d3c24827-86b2-44f1-a942-5356bfcb8e24,Duinker
92,Astrid S,Hurts So Good,2015,|4 . . 6-||5 . . 3-||,|EbM . . Gm||FM . . Dm||,"$a, $In",Four Six Five Three,4 6- 5 3-,C,d3c24827-86b2-44f1-a942-5356bfcb8e24,Duinker
92,Astrid S,Hurts So Good,2015,$a*2,,"$Vr, $PCh, $Ch, $DCh, $fadeout",,,C,d3c24827-86b2-44f1-a942-5356bfcb8e24,Duinker
92,Astrid S,Hurts So Good,2015,|2- . . 6-||1 . . 5||,|Cm . . Gm||BbM . . FM||$b,,,2- 6- 1 5,C,d3c24827-86b2-44f1-a942-5356bfcb8e24,Duinker
92,Astrid S,Hurts So Good,2015,$b*2,,$bridge,,,C,d3c24827-86b2-44f1-a942-5356bfcb8e24,Duinker
93,Justin Bieber,I'll Show You,2015,$Vr $Ch $Vr $Ch_b $Ch_c $DCh $Vr $Ch_b $Ch_c $DCh $outro,,S,,,"B-CLP, D-CLP",d0466c85-ad32-4a26-b72f-442d7f708a92,Duinker
93,Justin Bieber,I'll Show You,2015,|6- 5|4|,|Am . . GM| . . FM||,$a,Plateau: Reverse open passing loop,6- 5 4,"B-CLP, D-CLP",d0466c85-ad32-4a26-b72f-442d7f708a92,Duinker
93,Justin Bieber,I'll Show You,2015,$a*4,,$Vr,,,"B-CLP, D-CLP",d0466c85-ad32-4a26-b72f-442d7f708a92,Duinker
93,Justin Bieber,I'll Show You,2015,|4| . 2-|6-| . 1|,|FM|. Dm|Am|. CM|,$b,,4 2- 6- 1,"B-CLP, D-CLP",d0466c85-ad32-4a26-b72f-442d7f708a92,Duinker
93,Justin Bieber,I'll Show You,2015,$b*4,,$Ch_b,,,"B-CLP, D-CLP",d0466c85-ad32-4a26-b72f-442d7f708a92,Duinker
93,Justin Bieber,I'll Show You,2015,|4|. 5|6-|. 1|,|FM|. GM|Am|. CM|,$c,Plateau: ascending passing loop,4 5 6- 1,"B-CLP, D-CLP",d0466c85-ad32-4a26-b72f-442d7f708a92,Duinker
93,Justin Bieber,I'll Show You,2015,|4|. 5|6-|. 5|,|FM|. GM|Am|. GM|,$c_cad,Plateau: circular passing loop,4 5 6- 5,"B-CLP, D-CLP",d0466c85-ad32-4a26-b72f-442d7f708a92,Duinker
93,Justin Bieber,I'll Show You,2015,$c $c_cad,,"$Ch_c, $DCh, $outro",,,"B-CLP, D-CLP",d0466c85-ad32-4a26-b72f-442d7f708a92,Duinker
98,Oh Wonder ,Livewire,2015,$In $Vr $PCh $Ch $link $Vr $PCh*2 $Ch $PostCh $Ch $Ch $PostCh $outro,,S,,,D,24971472-88d3-4c91-845b-f2d67695c675,Duinker
98,Oh Wonder ,Livewire,2015,|R . . 3-|4|,|R . . Dm|EbM|,$a,,R 3- 4,D,24971472-88d3-4c91-845b-f2d67695c675,Duinker
98,Oh Wonder ,Livewire,2015,$a*2,,"$In, $link",,,D,24971472-88d3-4c91-845b-f2d67695c675,Duinker
98,Oh Wonder ,Livewire,2015,$a*4,,$Vr,,,D,24971472-88d3-4c91-845b-f2d67695c675,Duinker
98,Oh Wonder ,Livewire,2015,|6-|1|5|4|,|Gm|BbM|FM|EbM|,$b,Six One Five Four,6- 1 5 4,D,24971472-88d3-4c91-845b-f2d67695c675,Duinker
98,Oh Wonder ,Livewire,2015,$b*2,,$PCh,,,D,24971472-88d3-4c91-845b-f2d67695c675,Duinker
98,Oh Wonder ,Livewire,2015,|4 . . 6-|5 . . 3-|,|EbM . . Gm|FM . . Dm|,$c,Four Six Five Three,4 6- 5 3-,D,24971472-88d3-4c91-845b-f2d67695c675,Duinker
98,Oh Wonder ,Livewire,2015,$c*4,,"$Ch, $PostCh, $outro",,,D,24971472-88d3-4c91-845b-f2d67695c675,Duinker
288,Drake,Best I ever Had,2009,$hook $Vr $hook $Vr $hook $fadeout,,S,,,A,a46b7bb9-52a2-43ff-8ab5-310efb746007,Duinker
288,Drake,Best I ever Had,2009,|4||3-||2-||||,|DbM||Cm||Bbm||||,$a,,4 3- 2-,A,a46b7bb9-52a2-43ff-8ab5-310efb746007,Duinker
288,Drake,Best I ever Had,2009,$a*4,,"$hook, $Vr, $fadeout",,,A,a46b7bb9-52a2-43ff-8ab5-310efb746007,Duinker
34,Young Thug & Lil' Uzi Vert,It's a Slime,2018,$In $Vr*10,Duinker,S,,,A,ffe97212-aab7-47d2-a7e1-581d4b3c11dd,Duinker
34,Young Thug & Lil' Uzi Vert,It's a Slime,2018,|4 . . 5| . 6- . . |,|#FM . . #GM| . #Am . . |,$a,Plateau: open passing loop,4 5 6-,A,ffe97212-aab7-47d2-a7e1-581d4b3c11dd,Duinker
34,Young Thug & Lil' Uzi Vert,It's a Slime,2018,$a*4,Duinker,"$In, $Vr",,,A,ffe97212-aab7-47d2-a7e1-581d4b3c11dd,Duinker
453,Staind,It's Been Awhile,2001,$In $Vr $Ch $Vr $Ch $bridge $Vr $Ch $ending,,S,,,C,28904971-46ee-4930-b684-b7434184a94c,Park: MusicID top 200 (2000-2020)
453,Staind,It's Been Awhile,2001,|2-|4|1|5|,|Am|CM|GM|DM|,$a,,2- 4 1 5,C,28904971-46ee-4930-b684-b7434184a94c,Park: MusicID top 200 (2000-2020)
453,Staind,It's Been Awhile,2001,$a*2,,$In,,,C,28904971-46ee-4930-b684-b7434184a94c,Park: MusicID top 200 (2000-2020)
453,Staind,It's Been Awhile,2001,$a*4,,"$Vr, $Ch",,,C,28904971-46ee-4930-b684-b7434184a94c,Park: MusicID top 200 (2000-2020)
453,Staind,It's Been Awhile,2001,|1|5|2-||,|GM|DM|Am|,$turnaround,,1 5 2-,C,28904971-46ee-4930-b684-b7434184a94c,Park: MusicID top 200 (2000-2020)
453,Staind,It's Been Awhile,2001,$turnaround*4,,$bridge,,,C,28904971-46ee-4930-b684-b7434184a94c,Park: MusicID top 200 (2000-2020)
453,Staind,It's Been Awhile,2001,|2-|4|1|,|Am|CM|GM|,$cadence,,2- 4 1,C,28904971-46ee-4930-b684-b7434184a94c,Park: MusicID top 200 (2000-2020)
453,Staind,It's Been Awhile,2001,$a $cadence,,$ending,,,C,28904971-46ee-4930-b684-b7434184a94c,Park: MusicID top 200 (2000-2020)
102,Taylor Swift,Out of the Woods,2015,$Vr $Ch $link $Vr $Ch $link $Ch $link $bridge $Ch*2,,S,,,A,1e459e1f-65f0-4e88-94a5-e7c530b11dc9,Peres
102,Taylor Swift,Out of the Woods,2015,| 1 || 5 || 6- || 4 ||,|CM||GM||Am||FM||,"$a, $Ch",Axis-C,1 5 6- 4,A,1e459e1f-65f0-4e88-94a5-e7c530b11dc9,Peres
102,Taylor Swift,Out of the Woods,2015,$a*2,,$Vr,,,A,1e459e1f-65f0-4e88-94a5-e7c530b11dc9,Peres
102,Taylor Swift,Out of the Woods,2015,|R||,|R||,"$link, $bridge",Rest,R,A,1e459e1f-65f0-4e88-94a5-e7c530b11dc9,Peres
217,Imagine Dragons,Radioactive,2012,$In $Vr_drop $PCh $Ch $DCh $Vr $PCh $Ch $DCh $bridge $Ch $DCh,,S,,,B,84292c2c-b88e-4b71-8716-2b7ad7f6f2e2,Park: MusicID top 200 (2000-2020)
217,Imagine Dragons,Radioactive,2012,|6-|1|5|6-|,|Bm|DM|AM|Bm|,$a,,6- 1 5 6-,B,84292c2c-b88e-4b71-8716-2b7ad7f6f2e2,Park: MusicID top 200 (2000-2020)
217,Imagine Dragons,Radioactive,2012,|6-||R|6- 3-|,|Bm||R|AM F#m|,$a_turnaround,,6- R 6- 3-,B,84292c2c-b88e-4b71-8716-2b7ad7f6f2e2,Park: MusicID top 200 (2000-2020)
217,Imagine Dragons,Radioactive,2012,$a*3,,$In,,,B,84292c2c-b88e-4b71-8716-2b7ad7f6f2e2,Park: MusicID top 200 (2000-2020)
217,Imagine Dragons,Radioactive,2012,|6-|1|5|2-|,|Bm|DM|AM|Em|,$b,,6- 1 5 2-,B,84292c2c-b88e-4b71-8716-2b7ad7f6f2e2,Park: MusicID top 200 (2000-2020)
217,Imagine Dragons,Radioactive,2012,|6-|1|5|R|,|Bm|DM|AM|R|,$b_drop,,6- 1 5 R,B,84292c2c-b88e-4b71-8716-2b7ad7f6f2e2,Park: MusicID top 200 (2000-2020)
217,Imagine Dragons,Radioactive,2012,$b $b_drop,,"$Vr_drop, $PCh",,,B,84292c2c-b88e-4b71-8716-2b7ad7f6f2e2,Park: MusicID top 200 (2000-2020)
217,Imagine Dragons,Radioactive,2012,|6-|1|5|2|,|Bm|DM|AM|EM|,$c,,6- 1 5 2-,B,84292c2c-b88e-4b71-8716-2b7ad7f6f2e2,Park: MusicID top 200 (2000-2020)
217,Imagine Dragons,Radioactive,2012,$c*2,,"$Ch, $DCh",,,B,84292c2c-b88e-4b71-8716-2b7ad7f6f2e2,Park: MusicID top 200 (2000-2020)
217,Imagine Dragons,Radioactive,2012,$b*2,,"$Vr, $bridge",,,B,84292c2c-b88e-4b71-8716-2b7ad7f6f2e2,Park: MusicID top 200 (2000-2020)
137,Ariana Grande featuring Iggy Azalea,Problem,2014,$In $Vr $Ch $DCh $link $Vr $PCh $Ch $DCh $bridge $riser $DCh*2,,S,,,B-CLP,2078d63c-69ad-4696-8e04-82ef6735a669,Peres
137,Ariana Grande featuring Iggy Azalea,Problem,2014,|4 . . 5|1|,|FM . . GM|CM|,$a,,4 5 1,B-CLP,2078d63c-69ad-4696-8e04-82ef6735a669,Peres
137,Ariana Grande featuring Iggy Azalea,Problem,2014,|4 . . 5|6-|,|FM . . GM|Am|,$b,Plateau: open passing loop,4 5 6-,B-CLP,2078d63c-69ad-4696-8e04-82ef6735a669,Peres
137,Ariana Grande featuring Iggy Azalea,Problem,2014,$a $b,,$ab,,,B-CLP,2078d63c-69ad-4696-8e04-82ef6735a669,Peres
137,Ariana Grande featuring Iggy Azalea,Problem,2014,$ab*2,,"$Vr, $Ch, $riser",,,B-CLP,2078d63c-69ad-4696-8e04-82ef6735a669,Peres
137,Ariana Grande featuring Iggy Azalea,Problem,2014,|6-||||,|Am||||,"$c, $In, $link",Six,6-,B-CLP,2078d63c-69ad-4696-8e04-82ef6735a669,Peres
137,Ariana Grande featuring Iggy Azalea,Problem,2014,$c*2,,$DCh,,,B-CLP,2078d63c-69ad-4696-8e04-82ef6735a669,Peres
137,Ariana Grande featuring Iggy Azalea,Problem,2014,$c*3,,$bridge,,,B-CLP,2078d63c-69ad-4696-8e04-82ef6735a669,Peres
103,Ludacris featuring Kelly Rowland,Representin',2015,$hook $Vr*2 $Ch $hook $Vr*2 $Ch $hook $Vr*2 $Ch $hook,,S,,,A,48cfee0c-c374-456b-98b2-d8415a02787b,Peres
103,Ludacris featuring Kelly Rowland,Representin',2015,|6-| . 1 . . |4| . 2- . . |,|Am| . CM . . |FM| . Dm . . |,$a,,6- 1 4 2-,A,48cfee0c-c374-456b-98b2-d8415a02787b,Peres
103,Ludacris featuring Kelly Rowland,Representin',2015,$a*2,,"$hook, $Vr",,,A,48cfee0c-c374-456b-98b2-d8415a02787b,Peres
103,Ludacris featuring Kelly Rowland,Representin',2015,$a*4,,$Ch,,,A,48cfee0c-c374-456b-98b2-d8415a02787b,Peres
178,Katy Perry,Roar,2013,$In $Vr $PCh $Ch $DCh $link $Vr $PCh $Ch $DCh*2 $bridge $Ch $DCh*2,,S,,,B,d1cc020a-6bd5-4b3b-a895-5971acd701f7,Peres
178,Katy Perry,Roar,2013,|1||,|BbM||,$In,One,1,B,d1cc020a-6bd5-4b3b-a895-5971acd701f7,Peres
178,Katy Perry,Roar,2013,|1| . 2-|6-| . 4|,|BbM| . Cm|Gm| . EbM|,"$a, $DCh",,1 2- 6- 4,B,d1cc020a-6bd5-4b3b-a895-5971acd701f7,Peres
178,Katy Perry,Roar,2013,$a*2,,"$Vr, $PCh, $Ch",,,B,d1cc020a-6bd5-4b3b-a895-5971acd701f7,Peres
178,Katy Perry,Roar,2013,|1|,|BbM|,$link,One,1,B,d1cc020a-6bd5-4b3b-a895-5971acd701f7,Peres
178,Katy Perry,Roar,2013,|1| . 2-|6-|5||,|BbM| . Cm|Gm|FM||,$bridge,,1 2- 6- 5,B,d1cc020a-6bd5-4b3b-a895-5971acd701f7,Peres
104,The Chainsmokers featuring Rosez,Roses,2015,$In $Vr_a $PCh $Ch $riser $DCh $PostCh $Vr_a $riser $DCh $PostCh ,,S,,,B,329c5769-396d-40f7-8176-c73932e78563,Peres
104,The Chainsmokers featuring Rosez,Roses,2015,|1||||,|EM||||,$a,,1,B,329c5769-396d-40f7-8176-c73932e78563,Peres
104,The Chainsmokers featuring Rosez,Roses,2015,$a*2,,$In,,,B,329c5769-396d-40f7-8176-c73932e78563,Peres
104,The Chainsmokers featuring Rosez,Roses,2015,$a*4,,$Vr_a,,,B,329c5769-396d-40f7-8176-c73932e78563,Peres
104,The Chainsmokers featuring Rosez,Roses,2015,|6-|4|1||,|C#m|AM|EM||,$b,Six Four One Rest,6- 4 1,B,329c5769-396d-40f7-8176-c73932e78563,Peres
104,The Chainsmokers featuring Rosez,Roses,2015,$b*2,,"$PCh, $Ch, $riser",,,B,329c5769-396d-40f7-8176-c73932e78563,Peres
104,The Chainsmokers featuring Rosez,Roses,2015,|6- 4|1|,|C#m AM|EM|,$b_short,Six Four One Rest,6- 4 1,B,329c5769-396d-40f7-8176-c73932e78563,Peres
104,The Chainsmokers featuring Rosez,Roses,2015,$b_short*4,,"$DCh, $PostCh",,,B,329c5769-396d-40f7-8176-c73932e78563,Peres
179,Lorde,Royals,2013,$Vr*2 $PCh $Ch $link $Vr*2 $PCh $Ch $bridge $Ch*2,,S,,,A,b44e94f0-c5c7-4805-a593-c7d9fa696d71,Peres
179,Lorde,Royals,2013,|R||||,|R||||,$a,,,A,b44e94f0-c5c7-4805-a593-c7d9fa696d71,Peres
179,Lorde,Royals,2013,|5||4|1|,|DM||CM|GM|,$b,,5 4 1,A,b44e94f0-c5c7-4805-a593-c7d9fa696d71,Peres
179,Lorde,Royals,2013,$a*2,,$Vr,,,A,b44e94f0-c5c7-4805-a593-c7d9fa696d71,Peres
179,Lorde,Royals,2013,$b*2,,"$PCh, $Ch, $bridge",,,A,b44e94f0-c5c7-4805-a593-c7d9fa696d71,Peres
179,Lorde,Royals,2013,|R||,|R||,"$a_short, $link",,,A,b44e94f0-c5c7-4805-a593-c7d9fa696d71,Peres
135,Ed Sheeran ,Photograph ,2014,$In $Vr $PCh $Ch $link $Vr $PCh $Ch $bridge $Ch $ending,,S,,,D,0f7b4fc9-1061-4e9b-bf8c-5e0726e3ad44,Richards
135,Ed Sheeran ,Photograph ,2014,|1||6-||5||4||,|EM||C#m||BM||AM||,"$a, $In",Axis-C-descent,1 6- 5 4,D,0f7b4fc9-1061-4e9b-bf8c-5e0726e3ad44,Richards
135,Ed Sheeran ,Photograph ,2014,$a*2,,$Vr,,,D,0f7b4fc9-1061-4e9b-bf8c-5e0726e3ad44,Richards
135,Ed Sheeran ,Photograph ,2014,| 6- | 4 | 1 | 5 |,|C#m|AM|EM|BM|,$b,Axis-A,6- 4 1 5,D,0f7b4fc9-1061-4e9b-bf8c-5e0726e3ad44,Richards
135,Ed Sheeran ,Photograph ,2014,$b*2,,$PCh,,,D,0f7b4fc9-1061-4e9b-bf8c-5e0726e3ad44,Richards
135,Ed Sheeran ,Photograph ,2014,|1||,|EM||,$link,One,1,D,0f7b4fc9-1061-4e9b-bf8c-5e0726e3ad44,Richards
135,Ed Sheeran ,Photograph ,2014,|1||5||6-||4||,|EM||BM||C#m||AM||,"$c, $ending",Axis-C,1 5 6- 4,D,0f7b4fc9-1061-4e9b-bf8c-5e0726e3ad44,Richards
135,Ed Sheeran ,Photograph ,2014,$c*2,,$Ch,,,D,0f7b4fc9-1061-4e9b-bf8c-5e0726e3ad44,Richards
135,Ed Sheeran ,Photograph ,2014,| 6- || 4 || 1 || 5 ||,|C#m||AM||EM||BM||,$bridge,Axis-A,6- 4 1 5,D,0f7b4fc9-1061-4e9b-bf8c-5e0726e3ad44,Richards
241,LMFAO,Party Rock Anthem,2011,$In $In_b $hook $hook_riser $DCh $Vr $hook $drop $DCh $link $bridge $riser $hook $PostCh $outro*2,,S,,,B,d1337e78-d062-4eab-841e-2047d7308c13,Park: MusicID top 200 (2000-2020)
241,LMFAO,Party Rock Anthem,2011,|R||||,|R||||,"$a, $drop",,,B,d1337e78-d062-4eab-841e-2047d7308c13,Park: MusicID top 200 (2000-2020)
241,LMFAO,Party Rock Anthem,2011,$a*4,,$In,,,B,d1337e78-d062-4eab-841e-2047d7308c13,Park: MusicID top 200 (2000-2020)
241,LMFAO,Party Rock Anthem,2011,|6-||5 . . 4||,|Fm||EbM . . DbM||,$b,Plateau: Reverse open passing loop,6- 5 4,B,d1337e78-d062-4eab-841e-2047d7308c13,Park: MusicID top 200 (2000-2020)
241,LMFAO,Party Rock Anthem,2011,$b*4,,"$In_b, $hook, $hook_riser, $bridge, $PostCh, $outro",,,B,d1337e78-d062-4eab-841e-2047d7308c13,Park: MusicID top 200 (2000-2020)
241,LMFAO,Party Rock Anthem,2011,|6-||||,|Fm||||,$c,Six,6-,B,d1337e78-d062-4eab-841e-2047d7308c13,Park: MusicID top 200 (2000-2020)
241,LMFAO,Party Rock Anthem,2011,$c*3 $b,,$DCh,,,B,d1337e78-d062-4eab-841e-2047d7308c13,Park: MusicID top 200 (2000-2020)
241,LMFAO,Party Rock Anthem,2011,$b $c,,$bc,,,B,d1337e78-d062-4eab-841e-2047d7308c13,Park: MusicID top 200 (2000-2020)
241,LMFAO,Party Rock Anthem,2011,$bc*4,,$Vr,,,B,d1337e78-d062-4eab-841e-2047d7308c13,Park: MusicID top 200 (2000-2020)
241,LMFAO,Party Rock Anthem,2011,$bc*2,,$link,,,B,d1337e78-d062-4eab-841e-2047d7308c13,Park: MusicID top 200 (2000-2020)
241,LMFAO,Party Rock Anthem,2011,$c*6,,$riser,,,B,d1337e78-d062-4eab-841e-2047d7308c13,Park: MusicID top 200 (2000-2020)
216,Rihanna,Pour it Up,2012,$In $Vr_drop $Vr $Ch $PostCh*2 $bridge $Vr_drop $Vr $Ch $PostCh*2 $bridge ,,S,,,B,1b026d72-7b03-4db3-9fbc-ea28e6f2bcb3,Peres
216,Rihanna,Pour it Up,2012,|6-||4||,|F#m||DM||,$a,Aeolian-Lydian Plateau Shuttle,6- 4,B,1b026d72-7b03-4db3-9fbc-ea28e6f2bcb3,Peres
216,Rihanna,Pour it Up,2012,|R||4||,|R||DM||,$a_drop,,R 4,B,1b026d72-7b03-4db3-9fbc-ea28e6f2bcb3,Peres
216,Rihanna,Pour it Up,2012,$a*2,,$In,,,B,1b026d72-7b03-4db3-9fbc-ea28e6f2bcb3,Peres
216,Rihanna,Pour it Up,2012,$a_drop*2,,$Vr_drop,,,B,1b026d72-7b03-4db3-9fbc-ea28e6f2bcb3,Peres
216,Rihanna,Pour it Up,2012,$a*2,,"$Vr, $Ch, $PostCh, $bridge",,,B,1b026d72-7b03-4db3-9fbc-ea28e6f2bcb3,Peres
279,Katy Perry,Teenage Dream,2010,$In $Vr_a $Vr_b $PCh $Ch*2 $Vr_b $PCh $Ch*2 $PostCh $link $Ch*2 $PostCh $fadeout,,S,,,B,f522fa2c-e5bd-3856-ae7e-cc690b98e373,"Peres, 2016"
279,Katy Perry,Teenage Dream,2010,|1||,|BM||,"$a, $In",One,1,B,f522fa2c-e5bd-3856-ae7e-cc690b98e373,"Peres, 2016"
279,Katy Perry,Teenage Dream,2010,$a*4,,$Vr_a,,,B,f522fa2c-e5bd-3856-ae7e-cc690b98e373,"Peres, 2016"
279,Katy Perry,Teenage Dream,2010,|4 . . 6- | . 5 . . |,|EM . . G#m | . F#M . . |,$b,Plateau: open neighboring loop,4 6- 5,B,f522fa2c-e5bd-3856-ae7e-cc690b98e373,"Peres, 2016"
279,Katy Perry,Teenage Dream,2010,$b*4,,"$Vr_b, $PCh, $Ch, $PostCh",,,B,f522fa2c-e5bd-3856-ae7e-cc690b98e373,"Peres, 2016"
279,Katy Perry,Teenage Dream,2010,$b*2,,"$link, $fadeout",,,B,f522fa2c-e5bd-3856-ae7e-cc690b98e373,"Peres, 2016"
186,Katy Perry,Unconditionally,2013,$In $Vr $Vr_drop $Ch*2 $Vr $Vr_drop2 $Ch*2 $PostCh $bridge $Ch*2 $PostCh*2,,S,,,B,eca2d765-0cb3-4de9-b9fa-f47b490da8d8,"Peres, 2016"
